character	reading	class	reference	encoding	usage
𡑱	cồn				cồn cát, cồn ruột, cồn cào
𡥵	cỏn				cỏn con
𩂀	cơn				cơn mưa, cơn gió, nguồn cơn
𠲟	cớn				cong cớn
𢏣	cong				cong queo, đường cong, cong cớn
𠗸	cóng				lạnh cóng, rét cóng, cóng tay, cóng nước
𣌶	còng				còng lưng, cái còng, còng tay
梮	còng				còng cọc
𧋄	còng				con còng còng
工	công				công việc, công nhân, công cụ
公	công				công ti, công an, công viên
功	công				công lao, công danh
攻	công				công kích, tiến công, phản công
蚣	công				ngô công
䲲	công				chim công
𮜲	cõng				cõng nhau, cõng rắn cắn gà nhà
貢	cống				cống hiến, cống phẩm, tiến cống, nộp cống, ông cống, công(cống)-te-nơ
𣹟	cống				đường cống, cầu cống, chuột cống
𨫋	cồng				cái cồng, tiếng cồng, cồng kềnh
𨶛	cổng				cổng tre, cổng chào
𦮎	cọng				cọng rau, cọng rơm, cọng cỏ
共	cộng				cộng sản, hai cộng ba bằng năm
秴	cóp				ki cóp, cóp nhặt, cóp bài
秴	cốp				cốp xe
𤜯	cọp				cọp beo
𠺻	cộp				lộp cộp, nghe một tiếng cộp
嗗	cót				cót két, dây cót
𥱪	cót				cót lúa
骨	cốt				xương cốt, cốt cán, cốt nhục, cốt lõi, chí cốt, cốt thép
傦	cốt				đồng cốt
噘	cọt				cọt kẹt
榾	cột				cột sống, trụ cột
撅	cột				cột ngựa
𠹳	cợt				đùa cợt
俱	cu				Bờ-lây-cu (Pleiku)
𪀊	cu				chim cu, thằng cu
勾	cú				keo cú, cay cú, cú rũ, một cú điện thoại
句	cú				câu cú, cú cách, cú pháp
𫚱	cú				con cú, cú mèo, cú vọ
劬	cù				cù lao, cần cù
岣	cù				cù lao
樛	cù				đèn cù
氍	cù				cù vào nách, cù lét, cù rù
𫇰	cũ				xưa cũ, bạn cũ, cũ càng, Nam Tư cũ
矩	củ				quy củ
榘	củ				củ khoai
居	cư				gia cư, cư trú, cư dân, cư xử
据	cư				kiết cư
具	cụ				dụng cụ, công cụ, y cụ, cụ thể, cụ cựa
俱	cụ				cụ ông, cụ non, sư cụ
俱	cụ				cụ bị, cụ toàn
懼	cụ				kinh cụ
據	cứ				cứ làm, cứ đi, cứ như, mặt cứ lầm lầm
據	cứ				chiếm cứ, bằng cứ, căn cứ, cứ điểm, rút quân về cứ
渠	cừ				cừ khôi, lò cừ, rất cừ, khai cừ, cừ đóng tàu
磲	cừ				xà cừ
𬄨	cừ				dộng cừ, cừ bờ ao
坖	cữ				kiêng cữ
昛	cữ				ở cữ, cấy đúng cữ, cữ rét cuối năm
舉	cử				bầu cử, cử hành, cử tạ, cắt cử, cử động, cử toạ
巨	cự				cự phách, cự phú
拒	cự				chống cự, cự nự, cự tuyệt, kháng cự
距	cự				cự li
𧍆	cua				con cua, gạch cua
𧵑	của				của nó, của cải, của nợ, hoài của, của riêng
鋸	cưa				cưa xẻ
鐻	cứa				cắt cứa, cứa cổ
𨷯	cửa				cửa nhà, cửa hàng
距	cựa				cụ cựa, cựa quậy
菊	cúc				hoa cúc
䗇	cúc				con cúc
𨨠	cúc				cúc áo
鞠	cúc				cúc cung
𪲇	cúc				
局	cục				bố cục, bưu cục, cục diện, kết cục, kì cục, tổng cục
𫪐	cục				cục cằn, một cục đất
極	cực				vui cực, cực khổ, tích cực, cực đoan, điện cực
𣔞	cui				dùi cui, lui cui
儈	cúi				cúi đầu, cắm cúi, luồn cúi, con cúi
獪	cúi				cá cúi
㽿	cùi				bệnh cùi
蒐	cùi				cùi dừa, cùi bắp, cùi chỏ
𪇋	cùi				chim giẻ cùi
圚	cũi				cái cũi, cũi chó
檜	củi				củi lửa
𢷴	cụi				cặm cụi, lụi cụi
𦀻	cửi				mắc cửi
𤻎	cúm				bệnh cúm
檎	cùm				gông cùm
㯲	cụm				cụm hoa, cụm từ
𪂳	cun				cun cút
猑	cún				con cún
裩	cùn				cái cùn
𨮉	cùn				dao cùn, chổi cùn, lí sự cùn
𠽓	củn				lủn củn
弓	cung				cung tiễn, cung đạo
供	cung				hỏi cung, khẩu cung, cung ứng, cung cấp, cung dưỡng, cung phụng
空	cung				tít cung thang
恭	cung				cung kính, cung hỉ, cung chúc
躬	cung				cúc cung
宮	cung				cung điện, tử cung
供	cúng				cúng bái
共	cùng				cùng nhau, cùng tuổi
窮	cùng				cuối cùng, khốn cùng, bần cùng, cùng quẫn
拱	cũng				cũng vậy, cũng nên
栱	củng				củng đầu
鞏	củng				củng cố
勁	cưng				cưng cứng
畺	cưng				cưng con, cưng chiều
硔	cụng				cụng đầu, bò cụng
勁	cứng				cương cứng, cứng cáp, cưng cứng
𪅦	cuốc				chim cuốc
钁	cuốc				cái cuốc, cuốc bộ
局	cuộc				cuộc đời, chiến cuộc, cuộc cờ, đánh cuộc
腳	cước				cước chân, căn cước, sơn cước, cước phí
𦃁	cước				con cước, dùng cước làm dây cần câu, tay phát cước
挶	cược				cá cược, đặt cược, cược tiền, cược với nhau
𡳳	cuối				cuối cùng
𥖩	cuội				đá cuội, nhăng cuội, nói dối như cuội
𡠣	cưới				đám cưới
唭	cười				bật cười, mỉm cười
騎	cưỡi				cưỡi ngựa, cưỡi cổ
玵	cườm				cườm tay, hạt cườm
捲	cuốn				cuốn sách, gỏi cuốn, bánh cuốn
淃	cuồn				cuồn cuộn
淃	cuộn				cuộn len, cuộn tròn, cuồn cuộn
㤮	cuống				luống cuống
𧋵	cuống				cà cuống
𫈃	cuống				cuống hoa
狂	cuồng				cuồng dại, ngông cuồng, điên cuồng, cuồng nộ
剛	cương				cương cứng, cương ngạnh, cương nghị, cương quyết, cương trực, kim cương
崗	cương				cương vị
綱	cương				đại cương, cương lĩnh, cương thường
疆	cương				biên cương, cương vực, vạn thọ vô cương
繮	cương				dây cương, cương ngựa, yên cương
強	cường				quật cường, cường quốc, cường tráng, cường điệu, con nước cường
強	cưỡng				miễn cưỡng, khiên cưỡng
劫	cướp				cướp tiền, toán cướp
𠚵	cúp				cúp tóc, cúp điện, cúp lương
鈒	cúp				Cúp bóng đá châu Á
𠬒	cút				cút đi, côi cút
磆	cút				cút rượu
𪄥	cút				cun cút
𡭕	cụt				cụt hứng, xương cụt, mống cụt
𮇕	cứt				cứt trâu, cứt gà, cứt đái, cứt sắt
扏	cưu				cưu mang
裘	cưu				Dương Cưu
灸	cứu				châm cứu, ngải cứu
究	cứu				nghiên cứu, truy cứu, cứu cánh
救	cứu				cứu trợ, cứu binh, cứu nguy
仇	cừu				cừu địch, cừu hận, cừu thị
裘	cừu				con cừu, cừu nhà, nhảy cừu
九	cửu				sông cửu long, cửu phẩm, cửu tuyền
久	cửu				vĩnh cửu, trường cửu
舊	cựu				thủ cựu, cựu bộ trưởng
耶	da				Da Tô
枷	da				
㤎	da				da diết
䏧	da				da bò, da thuộc
𧹟	dà				vỏ dà, màu dà, dần dà
吔	dã				dã rượu
沲	dã				dã dượi
野	dã				dã man, hoang dã, dã tâm, dã thú, con dã tràng
也	dả				dư dả
夜	dạ				dạ khúc, dạ yến, dạ quang, dạ xoa, dạ minh châu
胣	dạ				bụng dạ, dạ con, dạ dày, vững dạ, lòng lang dạ thú
㖡	dạ				dạ vâng
𦁹	dạ				len dạ, quần dạ, mũ dạ
多	đa				đa số, tối đa, đa tình, đa lễ, đa đảng
栘	đa				cây đa
𥹠	đa				bánh đa
𪀓	đa				chim đa đa
𥒥	đá				hòn đá, nước đá, cà phê đá
跢	đá				đấm đá, bóng đá, đá gà
多	đà				Đà Lạt
陀	đà				đầu đà, a di đà phật
沱	đà				Đà Nẵng
柁	đà				đà xe, cái đà, đà sắt, la đà, đà phát triển
駝	đà				lạc đà
鴕	đà				đà điểu
㐌	đã				đã đành, đã xong
打	đả				ẩu đả, đả kích
㦡	dác				
𢖺	dạc				dõng dạc
𫐟	dặc				dài dặc, dằng dặc
鐸	đác				lác đác
得	đắc				đắc ý, đắc tội, tự đắc, Đắk Lắk (Đắc Lắc)
度	đạc				khám đạc, đồ đạc
特	đặc				đặc biệt, đặc hữu
𭉪	đặc				dày đặc, sữa đặc
𦂄	dai				dai dẳng, nói dai, ngồi dai
𢘽	dái				khôn cho người ta dái
𬃻	dái				dái tai
𨱽	dài				dài lâu, chiều dài, dài dòng, áo dài
𣹘	dãi				yếm dãi, dễ dãi
𤋵	dãi				dãi dầu, dãi nắng
𧜵	dải				dải lụa, dải yếm, dải ngân hà, dải phân cách
𤵺	dại				hoang dại, cuồng dại
𠻇	dại				ngây dại, dại dột
帶	đai				đai áo
墆	đai				đất đai
瀻	đái				ỉa đái
苔	đài				đài nguyên
臺	đài				đền đài, pháo đài, đài hoa, đài rượu, đài phát thanh, viết đài mấy chữ
颱	đài				đài phong
擡	đài				đài thọ, chằm đài múc nước
𣲠	đãi				đãi gạo, đãi cát tìm vàng
待	đãi				biệt đãi, ưu đãi, đối đãi, đãi ngộ, ngược đãi, tiếp đãi
大	đại				đại khái, làm đại, đại học, đại gia, đại lộ, đại sứ
代	đại				cổ đại, đại biểu, đại diện, đại số
杕	đại				cây đại
噉	dám				dám làm, không dám
淫	dâm				gian dâm, tà dâm
𩂐	dâm				dâm bụt, lâm dâm
𥭍	dăm				dăm tre, dăm cối
𠄼	dăm				dăm ba
𨡉	dấm				
𥋶	dấm				dấm duối, dấm dớ
淫	dầm				mưa dầm
𨂘	dẫm				dẫm đạp, dò dẫm, doạ dẫm
𢴗	dạm				dạm ngõ
𨁹	dậm				
𦂼	dậm				cái dậm
𨤮	dặm				nghìn dặm, dặm trường
耽	đam				đam mê, đam lạc, cái gì cũng đam
𡌽	đám				đám cưới, đám cháy
痰	đàm				đàm máu
談	đàm				đàm thoại, đàm đạo, đàm phán, đàm tiếu, đàm luận
曇	đàm				đàm hoa
𠛌	đâm				đâm lao
冘	đăm				đăm chiêu, chân đăm đá chân chiêu
抌	đấm				đánh đấm, đấm lưng
嘾	đầm				đầm dạ hội, mặc đầm, xe đạp đầm, ví đầm
潭	đầm				đầm phá, đầm đề
㴷	đắm				đắm đuối, chìm đắm
潭	đằm				đằm đìa, trâu đằm
𤁡	đằm				đằm thắm, ướt đằm
𧿒	đẫm				
𭯺	đẫm				ướt đẫm, thấm đẫm
擔	đảm				đảm nhậm, đảm bảo, đảm đang
膽	đảm				đại đảm, can đảm
淡	đạm				ảm đạm
氮	đạm				đạm lân ca-li
酖	đậm				sâu đậm, đậm đà
𢺤	dan				dan díu, dan tay
𥻂	dán				gỗ dán, cao dán
𢵧	dàn				dàn nhạc, dàn xếp
民	dân				thực dân, dân chủ
𢪉	dân				dân dấn
絪	dăn				
僴	dãn				
𢪉	dấn				dấn thân, dân dấn
寅	dần				giờ Dần
𢴍	dần				dần dần, dần thịt, dần dà
𥳄	dần				cái dần
𠇁	dằn				dằn vặt
引	dẫn				dẫn dắt, hướng dẫn, hấp dẫn
慬	dẩn				dớ dẩn
𢢀	dạn				bạo dạn
𧿯	dận				dận chân, dận xuống
𧎠	dận				
吲	dặn				căn dặn, dặn dò
丹	đan				đan điền, đan phượng, Đan Mạch
撣	đan				đan lát, đan lưới
旦	đán				hoa đán, tết nguyên đán
僤	đàn				đàn bà, đàn ông, lạc đàn
彈	đàn				đàn bầu, đàn tranh, đánh đàn
壇	đàn				diễn đàn, đăng đàn
檀	đàn				cây bạch đàn
𢠤󠄁	đần				đần độn, ngu đần, đỡ đần
捵	đắn				đứng đắn, đắn đo
癉	đẫn				đờ đẫn
𨧝	đẵn				đẵn cây, đẵn mía, một đẵn gỗ
誕	đản				phật đản
彈	đạn				bom đạn, tạc đạn, trúng đạn, đạn dược, đạn đạo, pháo đạn
嘽	đận				đà đận, lận đận
憚	đặn				đều đặn, đầy đặn
扛	dang				dang tay, dở dang
𠍵	dáng				dáng vẻ, hình dáng
揚	dàng				dễ dàng, dềnh dàng, dịu dàng
𤼸	dâng				hiến dâng
𨀊	dằng				dùng dằng
𦁢	dằng				dằng dịt
𫐟	dằng				dằng dặc
養	dẳng				dai dẳng
樣	dạng				đồng dạng, hình dạng, dị dạng
當	đang				đang khi, đang làm, đang tâm, đang tay, đảm đang
當	đáng				đáng tiếc, đáng yêu, thích đáng, cáng đáng, chính đáng
澢	đáng				đường đáng
堂	đàng				đàng hoàng, thiên đàng
塘	đàng				Đàng Trong, Đàng Ngoài
滕	đàng				
登	đăng				đăng kí, đăng tải, đăng báo, đăng xuất
燈	đăng				hải đăng, hoa đăng, đăng quang
簦	đăng				đóng đăng
蕩	đãng				quang đãng
𠎬	đấng				đấng anh hùng, đấng cứu tinh, đấng tạo hoá
䔲	đắng				cay đắng, mướp đắng
滕	đằng				đằng trước, đằng ấy, đằng đẵng, đằng tội nhân mà đánh, đằng hắng
藤	đằng				cát đằng
騰	đằng				đằng vân giá vũ
滕	đẵng				đằng đẵng
黨	đảng				bè đảng, đồng đảng, đảng phái, đảng viên
等	đẳng				bình đẳng, sơ đẳng, cao đẳng, đẳng cấp
得	đặng				đi không đặng
鄧	đặng				họ Đặng
名	danh				công danh, danh tiếng, danh nhân, danh lợi
爭	danh				
棦	dành				cây dành dành
𧶄	dành				dành dụm, dành thời gian, dỗ dành
疔	đanh				nhọt đầu đanh
釘	đanh				đanh đá, đanh thép
打	đánh				đánh ghen, đánh chén, lính thuỷ đánh bộ
𢝜	đành				đành hanh, đành lòng, đành hanh
刀	dao				dao bếp, dao cạo
搖	dao				dao động
遙	dao				tiêu dao
瑤	dao				quỳnh dao, người Dao
謠	dao				ca dao, đồng dao
𬇣	dáo				
𤁠	dào				dạt dào, dồi dào
𨄹	dạo				đi dạo
𭧙	dạo				dạo này
刀	đao				binh đao, đại đao, đao kiếm, đao đình, cá đao
芀	đao				bí đao, củ đao
忉	đao				lao đao
到	đáo				độc đáo, giá đáo, chu đáo
逃	đào				đào tẩu, đào thoát, đào ngũ, đào tẩu
桃	đào				anh đào, hồ đào, má đào, trái đào, số đào hoa
陶	đào				cô đào, ả đào, đào tạo
掏	đào				đào bới, đào giếng, kênh đào
萄	đào				quả bồ đào, Bồ Đào Nha
淘	đào				đào thải
濤	đào				ba đào
倒	đảo				đảo cơm, đảo bài, đảo chính, lừa đảo, đả đảo, nghịch đảo
島	đảo				bán đảo, hòn đảo, quần đảo
道	đạo				đạo lí, đạo đức, quỹ đạo
盜	đạo				cường đạo, đạo tặc
導	đạo				đạo diễn, lãnh đạo
蹈	đạo				vũ đạo
唊	dap				dap găm
𰁡	dấp				dáng dấp
𡏽	dập				dập tắt, vùi dập, dập dìu
搭	đáp				đáp tầu, đáp xe lửa, đáp xuống, chuồn chuồn đáp nước, đáp hai đầu gối, đáp lựu đạn vào lỗ châu mai
答	đáp				viết thư đáp, hồi đáp, ứng đáp, đáp lời, đáp lễ
㙮	đắp				bù đắp
踏	đạp				xe đạp, đạp thanh
㧺	đập				đánh đập, đập lúa, đập phá, vồ đập đất
𡌩	đập				đập nước, đắp đập
𢴑	dắt				dẫn dắt, dìu dắt
搣	dạt				dạt dào
逸	dật				ẩn dật, dâm dật, dật sử
軼	dật				dật sự
溢	dật				dư dật
迭	dặt				dè dặt, dặt thuốc, dìu dặt
怛	đát				bi đát
靼	đát				Thát Đát
𡐙	đất				đất đai, ruộng đất, Trái Đất
𮙻	đắt				đắt tiền, đắt khách
達	đạt				truyền đạt, biểu đạt, diễn đạt, phát đạt, vận đạt, đạt giấy
達	đật				lật đật
撻	đặt				đặt tên, áp đặt, bịa đặt, đơm đặt
怞	dàu				dàu dàu thương nhớ
妯	dâu				chị dâu, con dâu, em dâu, cô dâu
𣘛	dâu				dâu tằm, dâu tây
𢭳	dấu				
𨁪	dấu				dấu chân, dấu sắc, dấu huyền, dấu ngã, thuốc dấu
𨣥	dấu				yêu dấu
油	dầu				dầu lửa, xì dầu
怞	dầu				mặc dầu
唒	dẫu				dẫu rằng, dẫu sao
酉	dậu				giờ Dậu, Ất Dậu
𤴬	đau				đau thương, đau đáu, đau mắt, đau lòng
𤴬	đáu				đau đáu
兜	đâu				ở đâu, đâu có
𣘛	đâu				
斗	đấu				đấu gạo, đấu thóc
鬥	đấu				đấu khẩu, chiến đấu, đấu tranh, đấu võ
投	đầu				đầu hàng, đầu quân
陶	đầu				cô đầu
頭	đầu				đầu tóc, đầu tiên, trên đầu, đầu đuôi
斗	đẩu				ghế đẩu, Bắc Đẩu, thái đẩu, tiểu đẩu, đẩu sơn
杜	đậu				thi đậu
豆	đậu				đậu nành, đậu phụ, đậu khấu, đậu tương, đậu hũ, đậu pha
逗	đậu				đậu xe
痘	đậu				đậu mùa
𢴐	day				day dứt, day mắt, day huyệt
洩	dáy				dơ dáy
𥹋	dày				
𪠗	dày				dày đặc, dạ dày
絏	dây				dây thừng, dây điện, dây nịt, dây lưng, dây dưa
𡉏	dãy				dãy số, dãy núi
拽	dấy				dấy quân, dấy binh, lửa dấy lên
𥹋	dầy				
𪠗	dầy				
𡵆	dẫy				
𠰺	dạy				dạy bảo, dạy dỗ, dạy hát
丕	dậy				
𧻭	dậy				thức dậy, tỉnh dậy, dậy mùi, tuổi dậy thì
底	đáy				nồi đáy, thắt đáy, mặt đáy
𢰥	đày				tù đày
低	đây				cách đây, trước đây
蒂	đấy				ở đấy, cẩn thận đấy
𣹓	đầy				đầy đủ, tràn đầy, đầy đặn
𢩽	đẩy				đẩy lùi, đẩy thuyền, đẩy cửa ra
𩂠	đậy				che đậy, động đậy
𠽮	dè				dè dặt, dè sẻn, e dè, dè chừng, kiêng dè, ai dè
羝	dê				con dê, chăn dê, dê xồm
喈	dê				cổ chung dê dê
鵜	dẽ				dẽ giun
𧍝	dế				dế mèn, dế dũi
湜	dề				dầm dề, dã dề, tạp dề
易	dễ				dễ thương, dễ dàng, dễ vỡ
𣏌	dẻ				gỗ dẻ mật
𦘺	dẻ				mảnh dẻ, da dẻ
𠴭	dể				khinh dể
砥	đe				trên đe dưới búa
𠴓	đe				đe doạ
碮	đè				đè nén
低	đê				đê hạ, đê tiện
堤	đê				con đê, bờ đê, đê điều, hộ đê
悌	đẽ				đẹp đẽ
柢	đế				đế giày, đế đèn, thâm căn cố đế
帝	đế				hoàng đế, thượng đế, đế quốc, đế vương
諦	đế				chân đế
提	đề				đề xuất, đề phòng, đề huề, đề cử, đề kháng
啼	đề				dạ đề
渧	đề				đầm đề
醍	đề				đề hồ
題	đề				đầu đề, đề thi, đề thơ, vấn đề
𤯰	đẻ				tiếng mẹ đẻ
抵	để				để cho, để mà, để ý
抵	để				đại để
底	để				triệt để, đáo để
弟	đệ				đệ tử, huynh đệ, sư đệ, hiền đệ
第	đệ				thứ đệ, môn đệ, đệ nhất
遞	đệ				đệ trình
繹	dếch				A-déc-bai-gian
啲	đếch				đếch cần, đếch biết
啖	dèm				dèm pha
𠇦	dẹm				ém dẹm
𨑻	đem				đem đi, đem lòng, đem tiền đi mua hàng
𣎀	đêm				đêm hôm, ban đêm, buổi đêm
點	đếm				đếm tiền, đếm số kiện hành lí
恬	đềm				êm đềm
墊	đệm				tên đệm, đệm đàn, đệm giường
喕	dên				Dên-lét Dôn Dê-ro
𧁶	dền				
蝒	dện				
黰	đen				màu đen, kính đen, mây đen
畑	đèn				tắt đèn, bóng đèn, giá đèn
𦤾	đến				đến từ, đến nơi, ập đến
搷	đền				đền ơn, đền bù
殿	đền				đền miếu, đền chùa
挰	dềnh				dềnh dàng
溋	dềnh				dùng dềnh
汀	đênh				lênh đênh
鼎	đễnh				lơ đễnh
繻	deo				
𥻠	dẻo				mềm dẻo
㧅	đeo				đeo băng
𦛉	đéo				Tao đéo cần biết!
岹	đèo				dốc đèo, trèo đèo lội suối
𭢌	đèo				đèo bòng, đèo hàng
𠞸	đẽo				đẽo gọt, đục đẽo, lẽo đẽo
鞢	dép				giày dép, đôi dép
揲	dẹp				dọn dẹp
惵	đẹp				xinh đẹp, cao đẹp, đẹp đẽ, đẹp đôi, đẹp mặt
𦂾	dệt				dệt vải, dệt kim, thêu dệt
𪸽	đét				gầy đét, khô đét, đen đét
